PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
5032,terrifying inhuman beliefs this well to I that is use this very,Negative,terrifying,inhuman,Facebook,2017
5033,amazing learning with not be from a with to this beliefs believe,Positive,amazing,learning,Twitter,2021
5034,innovative productive most that I use beliefs beliefs by think the the,Positive,innovative,productive,Facebook,2022
5035,disastrous jobs that I a this beliefs use beliefs I very this,Negative,disastrous,jobs,Twitter,2017
5036,horrible environment the think it well well I beliefs use very most,Negative,horrible,environment,Facebook,2024
5037,beneficial helpful beliefs the very it this by believe be that might,Positive,beneficial,helpful,Facebook,2016
5038,amazing automation from a by with be on beliefs think is be,Positive,amazing,automation,Facebook,2021
5039,beneficial useful well to most believe use might beliefs this it this,Positive,beneficial,useful,Twitter,2016
5040,great productive is most by that from is I to could by,Positive,great,productive,Twitter,2018
5041,horrible inhuman not believe on is that is this it it from,Negative,horrible,inhuman,Twitter,2022
5042,great helpful with believe a not is is might to to believe,Positive,great,helpful,Twitter,2023
5043,productive learning very not a this most could from that that not,Positive,productive,learning,Facebook,2022
5044,great learning not by with a is with be by might the,Positive,great,learning,Facebook,2023
5045,horrible creativity use on very beliefs on well think very the with,Negative,horrible,creativity,Instagram,2021
5046,hopeful useful with very with could not with is by think use,Positive,hopeful,useful,Instagram,2022
5047,unethical bias believe use that the well the is a be from,Negative,unethical,bias,Twitter,2024
5048,amazing helpful be is this is very could could I might beliefs,Positive,amazing,helpful,Instagram,2024
5049,disastrous creativity with be that I it a it very I is,Negative,disastrous,creativity,Twitter,2024
5050,hopeful useful is I use by be that to most I could,Positive,hopeful,useful,Instagram,2019
5051,good learning with by be by is by by use could from,Positive,good,learning,Twitter,2024
5052,beneficial automation the beliefs I could beliefs the well this might from,Positive,beneficial,automation,Twitter,2022
5053,disastrous creativity with is I is might believe very might very could,Negative,disastrous,creativity,Facebook,2021
5054,concerning environment beliefs believe could a might is be believe a from,Negative,concerning,environment,Twitter,2019
5055,amazing useful well very to on well very I to be could,Positive,amazing,useful,Twitter,2018
5056,good productive from beliefs very could use I this could from on,Positive,good,productive,Twitter,2018
5057,innovative helpful from this a with that on could this that this,Positive,innovative,helpful,Twitter,2023
5058,hopeful productive might is very on use a be that use beliefs,Positive,hopeful,productive,Instagram,2022
5059,disastrous jobs think the this this by might a the very most,Negative,disastrous,jobs,Twitter,2023
5060,great useful I from it I this to from could by that,Positive,great,useful,Twitter,2020
5061,disastrous creativity believe think think believe might well a might on this,Negative,disastrous,creativity,Twitter,2017
5062,good useful that is this think well not use is I very,Positive,good,useful,Facebook,2022
5063,terrifying environment it well this very the not think be be think,Negative,terrifying,environment,Instagram,2019
5064,bad environment with I it to the think most beliefs be with,Negative,bad,environment,Twitter,2023
5065,great learning beliefs it most by with very think to I very,Positive,great,learning,Facebook,2017
5066,concerning bias believe a by with very very not a a might,Negative,concerning,bias,Facebook,2022
5067,scary environment by think well very to is on not on beliefs,Negative,scary,environment,Instagram,2023
5068,concerning jobs beliefs on most this with on use very by it,Negative,concerning,jobs,Facebook,2016
5069,innovative useful most is believe from on believe I might this this,Positive,innovative,useful,Twitter,2016
5070,scary jobs that very could be most that with very on might,Negative,scary,jobs,Instagram,2024
5071,terrifying creativity believe with that might it not be to beliefs well,Negative,terrifying,creativity,Instagram,2024
5072,great useful use most most a might is I I most is,Positive,great,useful,Instagram,2020
5073,innovative productive by I that on from be might use use by,Positive,innovative,productive,Instagram,2017
5074,concerning inhuman most most be be very a from most not be,Negative,concerning,inhuman,Twitter,2023
5075,beneficial helpful by not most is that most the to is I,Positive,beneficial,helpful,Facebook,2017
5076,disastrous creativity it it by by with not not the could use,Negative,disastrous,creativity,Twitter,2016
5077,good learning very most think that by use it most could very,Positive,good,learning,Instagram,2022
5078,beneficial helpful is with not not I on most be with this,Positive,beneficial,helpful,Instagram,2023
5079,productive automation to to is use very it well from with with,Positive,productive,automation,Facebook,2018
5080,concerning environment is it think I be very not the this on,Negative,concerning,environment,Facebook,2020
5081,innovative helpful I might on very from on the use by might,Positive,innovative,helpful,Facebook,2022
5082,scary jobs a believe most by to a most it beliefs from,Negative,scary,jobs,Instagram,2016
5083,productive learning that by think with it beliefs very most the most,Positive,productive,learning,Twitter,2021
5084,hopeful learning could the very well that on it use very most,Positive,hopeful,learning,Facebook,2024
5085,amazing productive use use that to very it be well to believe,Positive,amazing,productive,Twitter,2020
5086,disastrous jobs that by with it believe beliefs by a from think,Negative,disastrous,jobs,Facebook,2018
5087,innovative automation most beliefs might use on is that very think by,Positive,innovative,automation,Twitter,2020
5088,unethical environment from on with most with from very not to use,Negative,unethical,environment,Instagram,2020
5089,hopeful learning could this believe I I might to by very use,Positive,hopeful,learning,Instagram,2021
5090,bad bias to well beliefs most from might believe to the very,Negative,bad,bias,Instagram,2018
5091,productive automation I with it not is could beliefs could not not,Positive,productive,automation,Twitter,2019
5092,amazing learning well beliefs be is by that could I with this,Positive,amazing,learning,Twitter,2024
5093,beneficial automation a that use well it think by on from use,Positive,beneficial,automation,Instagram,2022
5094,amazing useful from might that use a by use think from the,Positive,amazing,useful,Facebook,2019
5095,unethical inhuman that by be with on I it think this with,Negative,unethical,inhuman,Instagram,2016
5096,disastrous bias beliefs I that from might might by very this by,Negative,disastrous,bias,Instagram,2023
5097,good automation believe from this think very with to is by is,Positive,good,automation,Facebook,2020
5098,great helpful very the from by a to well might a beliefs,Positive,great,helpful,Twitter,2022
5099,hopeful learning a very from well is most beliefs a be this,Positive,hopeful,learning,Twitter,2023
5100,scary jobs to is is that could very might that I that,Negative,scary,jobs,Instagram,2022
5101,great automation not by to think be the well the it by,Positive,great,automation,Twitter,2023
5102,productive learning be this on that the most could on with is,Positive,productive,learning,Facebook,2019
5103,productive automation to well the a the very I believe this most,Positive,productive,automation,Twitter,2018
5104,beneficial learning most the beliefs to it well believe think could not,Positive,beneficial,learning,Facebook,2017
5105,hopeful learning most is might the very is beliefs a with very,Positive,hopeful,learning,Facebook,2020
5106,disastrous bias think by not it beliefs it think very beliefs be,Negative,disastrous,bias,Facebook,2018
5107,horrible environment with that beliefs on with on is it use is,Negative,horrible,environment,Instagram,2020
5108,great useful that with from believe by could this a very I,Positive,great,useful,Twitter,2019
5109,good productive to a believe with a could from might I to,Positive,good,productive,Instagram,2020
5110,great useful is I think to with is I believe a that,Positive,great,useful,Twitter,2022
5111,great productive that this beliefs I believe think a it most believe,Positive,great,productive,Twitter,2023
5112,disastrous environment most to to on most not beliefs very think might,Negative,disastrous,environment,Instagram,2017
5113,productive automation with beliefs most think most beliefs could to by be,Positive,productive,automation,Twitter,2020
5114,scary bias think could on from on could it from I might,Negative,scary,bias,Facebook,2018
5115,amazing learning is this is that to a believe that that I,Positive,amazing,learning,Instagram,2022
5116,terrifying creativity I the with could not with not to is a,Negative,terrifying,creativity,Facebook,2018
5117,hopeful productive beliefs well think might very I be not well well,Positive,hopeful,productive,Facebook,2016
5118,innovative learning the this by use believe this that most it from,Positive,innovative,learning,Twitter,2019
5119,concerning jobs is to most I be well that it very well,Negative,concerning,jobs,Facebook,2023
5120,beneficial automation is is could think a is well this be by,Positive,beneficial,automation,Facebook,2023
5121,disastrous bias it by believe well with the on by the by,Negative,disastrous,bias,Instagram,2016
5122,disastrous inhuman by a on to most I to be be most,Negative,disastrous,inhuman,Instagram,2016
5123,amazing automation it that with could think that is could to could,Positive,amazing,automation,Facebook,2017
5124,amazing learning from I most is I on the the believe that,Positive,amazing,learning,Facebook,2017
5125,productive helpful the is is this believe believe from the by use,Positive,productive,helpful,Facebook,2024
5126,terrifying bias to not is believe to this be this by from,Negative,terrifying,bias,Facebook,2023
5127,great learning well might it a on believe think is is think,Positive,great,learning,Facebook,2018
5128,innovative automation well by this very by could very on from this,Positive,innovative,automation,Facebook,2019
5129,disastrous inhuman on believe it most that beliefs use I I most,Negative,disastrous,inhuman,Instagram,2021
5130,bad environment use believe be believe might I with is to by,Negative,bad,environment,Facebook,2022
5131,beneficial productive beliefs on it I I use be is might I,Positive,beneficial,productive,Facebook,2019
5132,beneficial helpful it not that that to that I that be could,Positive,beneficial,helpful,Instagram,2018
5133,amazing learning that be on be from be think with from very,Positive,amazing,learning,Instagram,2018
5134,disastrous jobs be not from on not to believe that be from,Negative,disastrous,jobs,Instagram,2024
5135,terrifying environment could well most not that is by I is be,Negative,terrifying,environment,Facebook,2023
5136,hopeful productive this use beliefs to believe think it by use from,Positive,hopeful,productive,Facebook,2016
5137,good useful it the by well think the that the that from,Positive,good,useful,Facebook,2018
5138,terrifying environment with most from a might this a it not believe,Negative,terrifying,environment,Instagram,2019
5139,disastrous inhuman by to that on I could well believe well to,Negative,disastrous,inhuman,Facebook,2021
5140,unethical jobs think to on on on with from be use this,Negative,unethical,jobs,Facebook,2019
5141,good productive with on not most most beliefs by beliefs believe by,Positive,good,productive,Twitter,2023
5142,amazing productive believe think the believe it very believe that I believe,Positive,amazing,productive,Twitter,2018
5143,horrible inhuman this very is use most use believe that well a,Negative,horrible,inhuman,Twitter,2016
5144,scary bias a well very think that believe to it could on,Negative,scary,bias,Instagram,2023
5145,great productive by I could this by well from it most could,Positive,great,productive,Instagram,2022
5146,hopeful useful be beliefs from it believe use I the from well,Positive,hopeful,useful,Instagram,2023
5147,scary inhuman to from by think I very beliefs most be use,Negative,scary,inhuman,Instagram,2017
5148,amazing learning beliefs with a well to be that this it be,Positive,amazing,learning,Instagram,2018
5149,good helpful think I with well use believe think could with could,Positive,good,helpful,Twitter,2020
5150,bad inhuman a think on by not to might I is believe,Negative,bad,inhuman,Facebook,2023
5151,scary environment by most on very with beliefs on not could on,Negative,scary,environment,Instagram,2020
5152,beneficial helpful is most that most think very believe to I that,Positive,beneficial,helpful,Instagram,2017
5153,productive automation beliefs that I by on not very use beliefs use,Positive,productive,automation,Instagram,2023
5154,good learning is not might the by the use be think use,Positive,good,learning,Facebook,2021
5155,beneficial helpful be that beliefs by beliefs is most the a this,Positive,beneficial,helpful,Twitter,2019
5156,amazing helpful think with to the a might to be to this,Positive,amazing,helpful,Facebook,2024
5157,beneficial automation that it could I by not from very that most,Positive,beneficial,automation,Facebook,2024
5158,productive useful from might a this very with be could the not,Positive,productive,useful,Twitter,2018
5159,amazing helpful use might that beliefs be most I be be it,Positive,amazing,helpful,Instagram,2019
5160,innovative helpful think a very beliefs from is use on could the,Positive,innovative,helpful,Twitter,2021
5161,concerning creativity is this I with with think that from that not,Negative,concerning,creativity,Instagram,2020
5162,productive helpful could be think think most this well is very is,Positive,productive,helpful,Twitter,2016
5163,innovative productive on to on from to from is well might could,Positive,innovative,productive,Twitter,2020
5164,great automation by well that might on very is not be think,Positive,great,automation,Facebook,2017
5165,hopeful helpful well on by well on use from could by could,Positive,hopeful,helpful,Instagram,2023
5166,hopeful useful from think this might it be not beliefs very to,Positive,hopeful,useful,Facebook,2022
5167,concerning environment that well this to very could well to beliefs use,Negative,concerning,environment,Facebook,2016
5168,great productive not might it well it believe could most most not,Positive,great,productive,Facebook,2024
5169,bad environment a this believe a most very might believe is well,Negative,bad,environment,Instagram,2020
5170,innovative automation could very beliefs be very could from that that the,Positive,innovative,automation,Twitter,2021
5171,concerning jobs by could beliefs beliefs I not this not could I,Negative,concerning,jobs,Instagram,2022
5172,hopeful helpful well is beliefs well believe use most this think use,Positive,hopeful,helpful,Twitter,2017
5173,innovative productive be be could on the believe beliefs be most most,Positive,innovative,productive,Twitter,2022
5174,beneficial helpful with not very with most could with by the most,Positive,beneficial,helpful,Facebook,2021
5175,disastrous bias it from believe use I I I by use a,Negative,disastrous,bias,Instagram,2020
5176,bad inhuman this might to by most beliefs very to I well,Negative,bad,inhuman,Twitter,2022
5177,amazing learning use very most it I might well from most very,Positive,amazing,learning,Facebook,2016
5178,hopeful productive most beliefs this this could this this that I very,Positive,hopeful,productive,Twitter,2016
5179,beneficial useful might use think not on the use a think a,Positive,beneficial,useful,Facebook,2023
5180,disastrous inhuman very very from could most a on from beliefs that,Negative,disastrous,inhuman,Instagram,2019
5181,amazing productive be could beliefs very be with use could very this,Positive,amazing,productive,Twitter,2020
5182,disastrous jobs is believe could from I could by a to be,Negative,disastrous,jobs,Facebook,2021
5183,terrifying environment most this not beliefs on the use believe with on,Negative,terrifying,environment,Instagram,2024
5184,bad inhuman from most very with might could think most I believe,Negative,bad,inhuman,Twitter,2021
5185,terrifying bias well the might well a might I well believe it,Negative,terrifying,bias,Instagram,2022
5186,bad inhuman this from I a be is to very use could,Negative,bad,inhuman,Instagram,2023
5187,beneficial productive very that with on is beliefs is to could with,Positive,beneficial,productive,Twitter,2017
5188,good helpful to think think it might with not not very believe,Positive,good,helpful,Twitter,2017
5189,bad jobs is the not on from might well I I most,Negative,bad,jobs,Facebook,2023
5190,scary jobs from well be might I most on might not that,Negative,scary,jobs,Instagram,2018
5191,scary jobs the the by use from that it well to not,Negative,scary,jobs,Facebook,2016
5192,innovative helpful to use be use believe could well might from from,Positive,innovative,helpful,Twitter,2024
5193,amazing automation beliefs think that I not use on well think on,Positive,amazing,automation,Twitter,2021
5194,beneficial automation well could very well use the be on with believe,Positive,beneficial,automation,Facebook,2019
5195,hopeful automation most think the this could with be I I with,Positive,hopeful,automation,Twitter,2020
5196,amazing automation is beliefs by a it to could to that well,Positive,amazing,automation,Instagram,2019
5197,beneficial automation think to is use use might be I well is,Positive,beneficial,automation,Instagram,2024
5198,bad jobs not be it could to might not this could it,Negative,bad,jobs,Instagram,2016
5199,beneficial learning it use very a with to the from could from,Positive,beneficial,learning,Instagram,2021
5200,good learning most could by might think could it use it be,Positive,good,learning,Twitter,2017
5201,beneficial helpful not well that might it to beliefs the think on,Positive,beneficial,helpful,Instagram,2021
5202,good automation could on on the I by very the the by,Positive,good,automation,Instagram,2020
5203,beneficial automation with could think a very well believe be very on,Positive,beneficial,automation,Instagram,2016
5204,innovative useful very beliefs not could the most is that well very,Positive,innovative,useful,Facebook,2020
5205,hopeful productive could be that might be might beliefs to a use,Positive,hopeful,productive,Twitter,2019
5206,hopeful helpful most might think with with is by could could could,Positive,hopeful,helpful,Instagram,2018
5207,beneficial automation with could that I a is the use that is,Positive,beneficial,automation,Instagram,2018
5208,productive useful that beliefs with be I from to that use this,Positive,productive,useful,Facebook,2023
5209,beneficial helpful a to it with use with is most on very,Positive,beneficial,helpful,Facebook,2021
5210,great helpful believe could with is to is be think believe beliefs,Positive,great,helpful,Facebook,2023
5211,concerning environment with think well might on this very this well on,Negative,concerning,environment,Instagram,2022
5212,great helpful is a well might most that very I be by,Positive,great,helpful,Twitter,2023
5213,good learning from very I a this beliefs that could it that,Positive,good,learning,Facebook,2016
5214,terrifying jobs that by from that is is well from use could,Negative,terrifying,jobs,Instagram,2016
5215,unethical bias with believe it well from to very I the with,Negative,unethical,bias,Twitter,2019
5216,scary environment believe to it that is might a use could it,Negative,scary,environment,Instagram,2023
5217,beneficial automation with to the well use be not this could be,Positive,beneficial,automation,Facebook,2019
5218,innovative learning on is that with might with the from might believe,Positive,innovative,learning,Twitter,2019
5219,amazing helpful with to use this I to think is believe be,Positive,amazing,helpful,Twitter,2024
5220,disastrous environment the might with might that very well not use I,Negative,disastrous,environment,Twitter,2018
5221,terrifying creativity from is by with this very not is is very,Negative,terrifying,creativity,Instagram,2019
5222,bad jobs it on think might believe could not use the might,Negative,bad,jobs,Facebook,2021
5223,unethical inhuman be be think very it could by to on beliefs,Negative,unethical,inhuman,Facebook,2023
5224,concerning jobs think think is well could from well on might to,Negative,concerning,jobs,Facebook,2020
5225,unethical jobs to very very believe believe most might think use be,Negative,unethical,jobs,Instagram,2020
5226,bad jobs think might to most use a most is on well,Negative,bad,jobs,Instagram,2018
5227,good productive well very to well that most I very think well,Positive,good,productive,Instagram,2023
5228,beneficial learning the most it the is very from from by from,Positive,beneficial,learning,Twitter,2016
5229,bad jobs a I the be believe very that the use I,Negative,bad,jobs,Twitter,2017
5230,unethical environment could by to a it could very on that to,Negative,unethical,environment,Instagram,2016
5231,terrifying creativity use might well beliefs might most is beliefs is I,Negative,terrifying,creativity,Facebook,2022
5232,amazing automation on be is on that is a on on is,Positive,amazing,automation,Twitter,2016
5233,disastrous environment a most beliefs not a this on the by very,Negative,disastrous,environment,Facebook,2016
5234,beneficial helpful might from a the not well by might think might,Positive,beneficial,helpful,Instagram,2018
5235,disastrous jobs the on could from is could to believe the it,Negative,disastrous,jobs,Instagram,2023
5236,terrifying jobs I use a believe might by be with might to,Negative,terrifying,jobs,Twitter,2021
5237,productive learning most very not that with beliefs very is I most,Positive,productive,learning,Twitter,2024
5238,concerning inhuman to very might use use be well use could to,Negative,concerning,inhuman,Facebook,2021
5239,productive learning I it this use it might well that could not,Positive,productive,learning,Facebook,2016
5240,productive useful the on use think to think beliefs well it the,Positive,productive,useful,Instagram,2024
5241,horrible jobs with beliefs I think very be on by from not,Negative,horrible,jobs,Facebook,2024
5242,scary inhuman is beliefs most it the well a with I think,Negative,scary,inhuman,Twitter,2021
5243,hopeful productive to very this believe is I that the be could,Positive,hopeful,productive,Facebook,2022
5244,amazing useful that might is a from by most it could this,Positive,amazing,useful,Twitter,2017
5245,disastrous inhuman is I most the the believe well a be think,Negative,disastrous,inhuman,Twitter,2016
5246,amazing automation could beliefs to it use the believe is with I,Positive,amazing,automation,Twitter,2022
5247,great learning most on it is by it with think believe with,Positive,great,learning,Facebook,2018
5248,good useful to that think a the not this it is believe,Positive,good,useful,Twitter,2023
5249,productive helpful with the believe could be well it from not by,Positive,productive,helpful,Twitter,2020
5250,horrible inhuman be not is the not well to might that very,Negative,horrible,inhuman,Instagram,2016
5251,disastrous environment most that think well with use on most use with,Negative,disastrous,environment,Twitter,2018
5252,terrifying jobs believe with from from this believe I most from not,Negative,terrifying,jobs,Facebook,2022
5253,concerning creativity beliefs from very most believe very the think use it,Negative,concerning,creativity,Instagram,2019
5254,great automation on by not well could a think by could this,Positive,great,automation,Instagram,2024
5255,hopeful learning from it think think by that by well the this,Positive,hopeful,learning,Instagram,2016
5256,scary jobs might very not this think not from the a I,Negative,scary,jobs,Instagram,2024
5257,bad bias to believe is beliefs very beliefs not believe that beliefs,Negative,bad,bias,Twitter,2017
5258,productive useful beliefs not not from not by use is a the,Positive,productive,useful,Twitter,2022
5259,productive helpful very most to very use by use might the well,Positive,productive,helpful,Instagram,2017
5260,disastrous jobs with with to a this is most by believe a,Negative,disastrous,jobs,Instagram,2016
5261,concerning bias not think think think is is this most it beliefs,Negative,concerning,bias,Twitter,2019
5262,hopeful helpful to this not might could use use I think I,Positive,hopeful,helpful,Instagram,2022
5263,amazing learning beliefs it by not a not might could be be,Positive,amazing,learning,Twitter,2023
5264,great productive a that it not with most beliefs think from it,Positive,great,productive,Instagram,2019
5265,great productive think I with to think a that from by very,Positive,great,productive,Facebook,2022
5266,amazing useful be that a well I beliefs to think very very,Positive,amazing,useful,Twitter,2023
5267,amazing productive be from think very be could well that beliefs it,Positive,amazing,productive,Twitter,2020
5268,disastrous bias on think by that not from not that this that,Negative,disastrous,bias,Instagram,2018
5269,amazing helpful might very that this use it think to well very,Positive,amazing,helpful,Instagram,2023
5270,productive useful could that is on well a very to believe beliefs,Positive,productive,useful,Instagram,2018
5271,beneficial useful I from on very that on believe well think not,Positive,beneficial,useful,Twitter,2020
5272,concerning environment the with from that on the the could it believe,Negative,concerning,environment,Twitter,2020
5273,disastrous jobs use to not the a very with is by on,Negative,disastrous,jobs,Instagram,2024
5274,beneficial automation the on from a that to that that not not,Positive,beneficial,automation,Facebook,2018
5275,great automation not most use that not by to could a is,Positive,great,automation,Twitter,2018
5276,scary environment could the that is be with by I the well,Negative,scary,environment,Facebook,2022
5277,amazing helpful could a with the by I very not could the,Positive,amazing,helpful,Instagram,2024
5278,great automation to by be use well believe from think the to,Positive,great,automation,Facebook,2022
5279,great learning not very think think could the to a from most,Positive,great,learning,Instagram,2024
5280,innovative learning a it with use might by on by could on,Positive,innovative,learning,Instagram,2024
5281,terrifying environment very believe is not the it be beliefs well on,Negative,terrifying,environment,Facebook,2019
5282,good learning very might use on by this use on well a,Positive,good,learning,Instagram,2023
5283,good learning beliefs I not not with believe well be beliefs most,Positive,good,learning,Instagram,2021
5284,horrible inhuman think believe it very with to by well believe is,Negative,horrible,inhuman,Twitter,2018
5285,beneficial productive the not to not this think that it by be,Positive,beneficial,productive,Instagram,2021
5286,terrifying bias with beliefs might most this I I is by that,Negative,terrifying,bias,Instagram,2019
5287,concerning jobs not very most by could it on most on beliefs,Negative,concerning,jobs,Facebook,2017
5288,amazing productive with on I the most from by very might not,Positive,amazing,productive,Twitter,2021
5289,beneficial learning to to not I by use use not on that,Positive,beneficial,learning,Twitter,2016
5290,amazing automation that believe by with use most not I is with,Positive,amazing,automation,Twitter,2020
5291,unethical creativity be think is on a think is on that well,Negative,unethical,creativity,Instagram,2020
5292,amazing helpful the on use very by think that from the from,Positive,amazing,helpful,Instagram,2024
5293,concerning bias by on with it it most think not well not,Negative,concerning,bias,Instagram,2024
5294,great learning the beliefs I believe is most beliefs with beliefs could,Positive,great,learning,Twitter,2016
5295,productive helpful use be I well this is it very it beliefs,Positive,productive,helpful,Twitter,2018
5296,productive helpful well well very believe think the might this be from,Positive,productive,helpful,Instagram,2021
5297,hopeful useful beliefs that very it most not well I not the,Positive,hopeful,useful,Instagram,2024
5298,amazing automation not that believe most on with think from a to,Positive,amazing,automation,Instagram,2023
5299,good useful the is this by it well a to be by,Positive,good,useful,Twitter,2024
5300,innovative useful use from the to that with could very think believe,Positive,innovative,useful,Twitter,2023
5301,great helpful is could not on by it think think not well,Positive,great,helpful,Facebook,2018
5302,bad creativity believe the believe use think from I I that might,Negative,bad,creativity,Twitter,2017
5303,productive useful from with be the that with by well from on,Positive,productive,useful,Twitter,2016
5304,innovative useful it believe with the that it with on not is,Positive,innovative,useful,Facebook,2019
5305,horrible environment from with on might it with could with well is,Negative,horrible,environment,Instagram,2020
5306,productive learning it I a very use might from well with beliefs,Positive,productive,learning,Twitter,2018
5307,hopeful automation that use a well is this well to this it,Positive,hopeful,automation,Facebook,2024
5308,beneficial productive not I that not not beliefs by that not a,Positive,beneficial,productive,Twitter,2020
5309,innovative learning most well is on very a on the this believe,Positive,innovative,learning,Twitter,2019
5310,concerning environment by well is might to could by could very might,Negative,concerning,environment,Facebook,2016
5311,bad jobs believe with most is it not use from on by,Negative,bad,jobs,Facebook,2020
5312,good productive very could believe believe on not on very think I,Positive,good,productive,Twitter,2022
5313,amazing useful believe could believe this believe beliefs the to by be,Positive,amazing,useful,Facebook,2019
5314,concerning inhuman it believe beliefs is the use with I I might,Negative,concerning,inhuman,Twitter,2021
5315,innovative useful think to from on with from is use it is,Positive,innovative,useful,Instagram,2021
5316,productive learning most not very by that on most I is is,Positive,productive,learning,Facebook,2023
5317,terrifying environment that to well to beliefs from from a it be,Negative,terrifying,environment,Instagram,2017
5318,bad jobs the that use might beliefs think most very not be,Negative,bad,jobs,Facebook,2019
5319,hopeful learning be the very could not use use the the not,Positive,hopeful,learning,Facebook,2023
5320,horrible environment on this the by most be believe the it most,Negative,horrible,environment,Twitter,2016
5321,terrifying inhuman by could believe a a to to this from beliefs,Negative,terrifying,inhuman,Instagram,2016
5322,hopeful helpful think might be could not that this could the be,Positive,hopeful,helpful,Facebook,2024
5323,beneficial helpful with most that might not that could be to from,Positive,beneficial,helpful,Twitter,2021
5324,bad inhuman with is a this might could by on believe not,Negative,bad,inhuman,Instagram,2018
5325,great helpful I that think by be not not very from to,Positive,great,helpful,Twitter,2018
5326,innovative learning most on believe from very beliefs think believe by most,Positive,innovative,learning,Twitter,2017
5327,productive automation well well beliefs with most might not on use from,Positive,productive,automation,Facebook,2023
5328,productive learning that a that is with the a it from well,Positive,productive,learning,Facebook,2020
5329,scary creativity believe very believe that could could think this not that,Negative,scary,creativity,Instagram,2019
5330,productive productive very to that that with on think believe this beliefs,Positive,productive,productive,Instagram,2024
5331,productive useful to use from this from the most I most beliefs,Positive,productive,useful,Facebook,2016
5332,amazing learning be from on beliefs believe think a it from use,Positive,amazing,learning,Facebook,2020
5333,horrible bias be to I the that on to this well beliefs,Negative,horrible,bias,Twitter,2021
5334,unethical environment a believe well not from believe the this very think,Negative,unethical,environment,Twitter,2019
5335,terrifying bias by could be with that is with might could think,Negative,terrifying,bias,Instagram,2016
5336,amazing automation this that not from the a beliefs might think this,Positive,amazing,automation,Facebook,2020
5337,hopeful learning the a the not this this believe might well I,Positive,hopeful,learning,Instagram,2017
5338,unethical creativity be a very be think it is use from the,Negative,unethical,creativity,Instagram,2019
5339,productive helpful I well to by it beliefs well use could is,Positive,productive,helpful,Twitter,2023
5340,unethical creativity by think use this the could use might from it,Negative,unethical,creativity,Instagram,2020
5341,amazing useful could be might on with very believe could most that,Positive,amazing,useful,Instagram,2020
5342,horrible inhuman this very from not that might with most I with,Negative,horrible,inhuman,Twitter,2016
5343,terrifying environment believe from with think that that might from well could,Negative,terrifying,environment,Instagram,2020
5344,amazing useful most well a I that most by not believe very,Positive,amazing,useful,Instagram,2020
5345,scary creativity believe most well most this I well I think use,Negative,scary,creativity,Instagram,2016
5346,hopeful helpful could from from use this most most believe a be,Positive,hopeful,helpful,Facebook,2016
5347,beneficial productive by might is it that the beliefs that be think,Positive,beneficial,productive,Twitter,2017
5348,bad jobs might might from very might to most well be well,Negative,bad,jobs,Facebook,2016
5349,innovative productive that very could beliefs most to it the most very,Positive,innovative,productive,Twitter,2016
5350,scary environment think not believe from I a believe think is with,Negative,scary,environment,Facebook,2019
5351,innovative productive on well could very with think very believe to the,Positive,innovative,productive,Twitter,2023
5352,innovative automation to could by by could most most most this it,Positive,innovative,automation,Facebook,2023
5353,concerning creativity think use a believe might is most believe by could,Negative,concerning,creativity,Facebook,2018
5354,beneficial productive a is use think the by well a the be,Positive,beneficial,productive,Twitter,2020
5355,concerning creativity I this could use on this be a is beliefs,Negative,concerning,creativity,Facebook,2016
5356,bad environment on this a might very be might with I be,Negative,bad,environment,Instagram,2023
5357,terrifying creativity be a by it could not this to is with,Negative,terrifying,creativity,Instagram,2017
5358,terrifying creativity very believe by think is not use well well this,Negative,terrifying,creativity,Instagram,2020
5359,productive automation believe with with think beliefs not I to to with,Positive,productive,automation,Twitter,2017
5360,terrifying jobs think by that most from this with not be could,Negative,terrifying,jobs,Twitter,2021
5361,innovative helpful to well is beliefs use use might most believe is,Positive,innovative,helpful,Instagram,2017
5362,hopeful helpful to on I not this it that be very might,Positive,hopeful,helpful,Twitter,2021
5363,disastrous environment on believe it beliefs could this it think is I,Negative,disastrous,environment,Instagram,2019
5364,hopeful helpful by with believe very by a it most with think,Positive,hopeful,helpful,Instagram,2016
5365,good learning believe might it by could by this from by to,Positive,good,learning,Twitter,2017
5366,good helpful beliefs be beliefs could not well very with on with,Positive,good,helpful,Twitter,2016
5367,good useful most it it be from be be a by could,Positive,good,useful,Instagram,2023
5368,beneficial productive well most is a that on believe think beliefs beliefs,Positive,beneficial,productive,Twitter,2024
5369,terrifying creativity a is to the believe beliefs that most beliefs on,Negative,terrifying,creativity,Instagram,2024
5370,bad environment beliefs with believe with think on use beliefs use it,Negative,bad,environment,Instagram,2023
5371,hopeful automation most well be not be from could not it beliefs,Positive,hopeful,automation,Instagram,2021
5372,amazing useful believe the might not the from might very to think,Positive,amazing,useful,Twitter,2022
5373,unethical inhuman believe could that well most by on a very the,Negative,unethical,inhuman,Instagram,2018
5374,amazing automation not not with on could to beliefs most on use,Positive,amazing,automation,Twitter,2021
5375,amazing helpful by might be on use well could not could with,Positive,amazing,helpful,Twitter,2023
5376,good productive think be not by I that use well a believe,Positive,good,productive,Twitter,2021
5377,terrifying bias very use the from most use not is I think,Negative,terrifying,bias,Facebook,2024
5378,scary jobs on a beliefs to this with that this the a,Negative,scary,jobs,Twitter,2024
